Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Date,Letterboxd URI,totalSeasons
I Saw the TV Glow,2024,PG-13,17 May 2024,100 min,"Drama, Horror, Mystery",Jane Schoenbrun,Jane Schoenbrun,"Justice Smith, Jack Haven, Ian Foreman",A teenager just trying to make it through life in the suburbs is introduced by a classmate to a mysterious late-night TV show.,English,"United States, United Kingdom",12 wins & 92 nominations total,https://m.media-amazon.com/images/M/MV5BZTA2MGM5M2ItNDBjYi00OWJhLTk1MTMtMGIzMDZlYzg1N2Q3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",86,5.8,"41,895",tt15574270,movie,N/A,"$5,017,817",N/A,N/A,True,,,
This Is the End,2013,R,12 Jun 2013,107 min,"Comedy, Fantasy, Sci-Fi","Evan Goldberg, Seth Rogen","Seth Rogen, Evan Goldberg, Jason Stone","James Franco, Jonah Hill, Seth Rogen","All Jay Baruchel expected coming to LA was a fun time with Seth Rogen with all the wild partying to have both by themselves and at James Franco's housewarming party. Suddenly, the Rapture hits and the Biblical Apocalypse has begun. Now, Jay and Seth are desperately sheltering in James' house for rescue along with a few other friends. Together, they must band together to attempt to survive the end of the world, only for Jay to find that they are all too dumb and superficial to do it until they discover the only way out.","English, Spanish",United States,10 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",67,6.6,"448,256",tt1245492,movie,N/A,"$101,470,202",N/A,N/A,True,,,
The Substance,2024,R,20 Sep 2024,141 min,"Drama, Horror, Sci-Fi",Coralie Fargeat,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid","A fading celebrity takes a black-market drug: a cell-replicating substance that helps her create a younger, better version of herself.",English,"United Kingdom, France",Won 1 Oscar. 144 wins & 286 nominations total,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",78,7.2,"365,565",tt17526714,movie,N/A,"$17,584,795",N/A,N/A,True,,,
Koyaanisqatsi,1982,Not Rated,24 Aug 1983,86 min,"Documentary, Music",Godfrey Reggio,"Godfrey Reggio, Ron Fricke, Michael Hoenig","Edward Asner, Pat Benatar, Jerry Brown","This experimental film looks at the world and more specifically the effect man has had on the landscape and the environment. Without narration, the film shows the world in a pristine condition and untouched: blue skies, beautiful landscapes and endless vistas. The man-made world is much less appealing. Essentially a montage using a variety of film techniques to provide a visually stunning montage of images.","None, Hopi, English",United States,6 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZWI2OWRmMGQtYmIxNS00MjgxLWIyMjUtMGY4NmQ2OWQyMmMwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",72,8.2,"43,645",tt0085809,movie,N/A,"$1,723,872",N/A,N/A,True,,,
Gladiator II,2024,R,22 Nov 2024,148 min,"Action, Adventure, Drama",Ridley Scott,"David Franzoni, Peter Craig, David Scarpa","Paul Mescal, Denzel Washington, Pedro Pascal","After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.","English, Latin","United Kingdom, United States",Nominated for 1 Oscar. 9 wins & 110 nominations total,https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",64,6.5,"279,451",tt9218128,movie,N/A,"$172,438,016",N/A,N/A,True,,,
Armageddon Time,2022,R,04 Nov 2022,114 min,Drama,James Gray,James Gray,"Anne Hathaway, Jeremy Strong, Banks Repeta",A deeply personal coming-of-age story about the strength of family and the generational pursuit of the American Dream.,English,"United States, Brazil",3 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNDcyNGZmZTAtOWM2NS00NzlkLTk2ZTMtMDkzNGM1ODQ3OTVkXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",74,6.5,"17,408",tt10343028,movie,N/A,"$1,872,625",N/A,N/A,True,,,
Selma,2014,PG-13,09 Jan 2015,128 min,"Biography, Drama, History",Ava DuVernay,Paul Webb,"David Oyelowo, Carmen Ejogo, Oprah Winfrey","The unforgettable true story chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernay's ""Selma"" tells the story of how the revered leader and visionary Dr. Martin Luther King, Jr and his brothers and sisters in the movement prompted change that forever altered history.","English, Portuguese","United States, United Kingdom, France",Won 1 Oscar. 58 wins & 91 nominations total,https://m.media-amazon.com/images/M/MV5BZDFiN2I4YjUtNDE5ZS00MGMwLWJlZmItN2FhZGRjNTM1NWM4XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",79,7.5,"96,889",tt1020072,movie,N/A,"$52,076,908",N/A,N/A,True,,,
The Messenger,2009,R,04 Dec 2009,113 min,"Drama, Romance, War",Oren Moverman,"Alessandro Camon, Oren Moverman","Ben Foster, Samantha Morton, Woody Harrelson","While on a recent deployment to Iraq, US Army Staff Sergeant Will Montgomery is injured when an improvised explosive device goes off within close proximity to him. He is back in the States recovering from the more serious of those injuries, including one to his eye and leg. He has resumed a sexual relationship with his long time girlfriend Kelly, despite the fact that she is now engaged to another man who Will knows. With the few months Will has left in his enlistment, the army assigns him to the Casualty Notification Team in his area. Not having a background in counseling, psychology or grief management, he is unsure if he is well suited to this job. He is partnered with a career soldier, Captain Tony Stone, who teaches Will the precise protocol involved in the job. Tony tells Will, who quickly learns by on the job experience, that this job has its own dangers. As Will learns to adapt to the range of emotions of the next of kin, he is unprepared for the reaction of Olivia Pitterson, whose husband was killed in Iraq. His initial encounter with Olivia leads to him wanting to get to know her better, which may not be in either her or his best interest. Despite being a recovering alcoholic, the more experienced Tony tries to guide Will as best he can under their collective circumstances.","English, Spanish",United States,Nominated for 2 Oscars. 17 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMTQyMzQ2Nzc5Ml5BMl5BanBnXkFtZTcwNDk4NjAyMw@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",77,7.1,"37,252",tt0790712,movie,N/A,"$1,109,660",N/A,N/A,True,,,
Humboldt County,2008,R,26 Sep 2008,97 min,"Comedy, Drama","Darren Grodsky, Danny Jacobs","Darren Grodsky, Danny Jacobs","Jeremy Strong, Fairuza Balk, Peter Bogdanovich","Peter is burned out: finishing med school at UCLA, failing the bedside manner class his father teaches, no sleep in days. He spends the night with Bogart, a woman he's just met, and the next day, sleepily gets in her car. He wakes up in Arcata, where Bogart's foster family lives in the woods: Max, his daughter, mom, and step dad. They grow marijuana for their own consumption, except for Max, who has planted six hidden patches for one big score. Bogart hates pot farming - feds are on constant patrol - so she splits, leaving Peter to depend on Max for a ride to the bus. A day stretches into two, and Peter puts off leaving. A reckoning with his dad is inevitable: is Peter's rebirth possible?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg5MDEzMDE1M15BMl5BanBnXkFtZTcwNzgyNzU4MQ@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",54,6.2,"2,874",tt0870122,movie,N/A,"$82,357",N/A,N/A,True,,,
Under the Silver Lake,2018,R,19 Apr 2019,139 min,"Crime, Horror, Mystery",David Robert Mitchell,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace","Sam (Andrew Garfield) is a disenchanted 33-year-old who discovers a mysterious woman, Sarah (Riley Keough), frolicking in his apartment's swimming pool. When she vanishes, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal and conspiracy in the City of Angels.",English,United States,3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTMzN2JkZDAtYjgyMy00M2QxLWE2NWItNTEyZGVlNTgyYTViXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",60,6.5,"57,801",tt5691670,movie,N/A,"$46,083",N/A,N/A,True,,,
It Follows,2014,R,13 Mar 2015,100 min,"Horror, Mystery, Thriller",David Robert Mitchell,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi","For 19-year-old Jay, Autumn should be about school, boys, and weekends out at the lake. But after a seemingly innocent sexual encounter, she finds herself plagued by strange visions and the inescapable sense that someone, something, is following her. Faced with this burden, Jay and her friends must find a way to escape the horrors that seem to be only a few steps behind.",English,United States,25 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BNGZiYWRiYjAtODU0NS00YzAzLTk2MzQtZGVlMzVjM2M3MGQ3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",83,6.8,"294,151",tt3235888,movie,N/A,"$14,674,076",N/A,N/A,True,,,
Network,1976,R,27 Nov 1976,121 min,Drama,Sidney Lumet,Paddy Chayefsky,"Faye Dunaway, William Holden, Peter Finch","In the 1970s, terrorist violence is the stuff of networks' nightly news programming and the corporate structure of the UBS Television Network is changing. Meanwhile, Howard Beale, the aging UBS news anchor, has lost his once strong ratings share and so the network fires him. Beale reacts in an unexpected way. We then see how this affects the fortunes of Beale, his coworkers (Max Schumacher and Diana Christensen), and the network.",English,United States,Won 4 Oscars. 20 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",83,8.1,"176,692",tt0074958,movie,N/A,"$23,689,877",N/A,N/A,True,,,
Juror #2,2024,PG-13,20 Dec 2024,114 min,"Crime, Drama, Mystery",Clint Eastwood,Jonathan A. Abrams,"Nicholas Hoult, Toni Collette, J.K. Simmons","While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer.",English,United States,4 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMjM4YjA1NTItOWI3Ni00MzAwLThmMjMtNmM2MWY2Y2ZmOGIzXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",72,7.0,"112,832",tt27403986,movie,N/A,N/A,N/A,N/A,True,,,
The Life Aquatic with Steve Zissou,2004,R,25 Dec 2004,119 min,"Action, Adventure, Comedy",Wes Anderson,"Wes Anderson, Noah Baumbach","Bill Murray, Owen Wilson, Anjelica Huston","When his partner is killed by the mysterious and possibly nonexistent Jaguar Shark, Steve Zissou (Bill Murray) and his Team Zissou crew set off for an expedition to hunt down the creature. Along with his estranged wife, a beautiful journalist and a co-pilot who could possibly be Zissou's son, the crew set off for one wild expedition.","English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",62,7.2,"218,806",tt0362270,movie,N/A,"$24,020,403",N/A,N/A,True,,,
The Three Kings,2020,N/A,01 Nov 2020,104 min,"Documentary, Sport",Jonny Owen,N/A,"Patrick Barclay, George Best, Richard Burton",An insight into three of the greatest Scottish football managers and how they lead their clubs to success.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BM2E1NTQxZDktOTY0Zi00OTg0LTk1NzUtMzdmNmYzMmIyZTFiXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,7.9,383,tt13519396,movie,N/A,N/A,N/A,N/A,True,,,
Howl's Moving Castle,2004,PG,17 Jun 2005,119 min,"Animation, Adventure, Family",Hayao Miyazaki,"Hayao Miyazaki, Diana Wynne Jones","Chieko Baishô, Takuya Kimura, Tatsuya Gashûin","A love story between an 18-year-old girl named Sophie, cursed by a witch into an old woman's body, and a magician named Howl. Under the curse, Sophie sets out to seek her fortune, which takes her to Howl's strange moving castle. In the castle, Sophie meets Howl's fire demon, named Karishifâ. Seeing that she is under a curse, the demon makes a deal with Sophie--if she breaks the contract he is under with Howl, then Karushifâ will lift the curse that Sophie is under, and she will return to her 18-year-old shape.",Japanese,"Japan, United States",Nominated for 1 Oscar. 14 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",82,8.2,"499,567",tt0347149,movie,N/A,"$10,352,604",N/A,N/A,True,,,
Inherent Vice,2014,R,09 Jan 2015,148 min,"Comedy, Crime, Drama",Paul Thomas Anderson,"Paul Thomas Anderson, Thomas Pynchon","Joaquin Phoenix, Josh Brolin, Owen Wilson","During the psychedelic 60s and 70s Larry ""Doc"" Sportello is surprised by his former girlfriend and her plot for her billionaire boyfriend, his wife, and her boyfriend. A plan for kidnapping gets shaken up by the oddball characters entangled in this groovy kidnapping romp based upon the novel by Thomas Pynchon.","English, Japanese",United States,Nominated for 2 Oscars. 15 wins & 99 nominations total,https://m.media-amazon.com/images/M/MV5BMmU3YjYzZWEtZDEzYy00YjA4LWI0YTUtY2RiMzVlYzZkZjg3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",81,6.6,"117,094",tt1791528,movie,N/A,"$8,110,975",N/A,N/A,True,,,
